model_name,win,time,final_robot_position,goal_position
A2C,0,14.157,"(1.1192, 1.0194)","(0.8058, 0.5065)"
A2C,0,11.3284,"(1.7854, 0.4027)","(1.873, 0.1107)"
A2C,0,6.1112,"(1.0806, 0.9301)","(0.3697, 1.5255)"
A2C,0,0.1889,"(0.0984, 0.7284)","(1.8938, 0.4371)"
A2C,0,6.6477,"(0.2627, 1.7939)","(1.4925, 1.3511)"
A2C,0,2.1243,"(1.5821, 0.9778)","(1.6406, 0.4728)"
A2C,0,12.3182,"(1.2981, 0.3102)","(0.84, 1.8569)"
A2C,0,0.0019,"(1.1834, 1.3707)","(1.2607, 1.2052)"
A2C,0,0.0022,"(0.5158, 0.3848)","(1.9131, 0.2269)"
A2C,0,13.6,"(1.6153, 1.7248)","(0.6936, 1.8718)"
A2C,0,8.4722,"(1.8322, 1.4423)","(0.5131, 0.5949)"
A2C,0,5.2203,"(1.1919, 1.546)","(0.5808, 0.2104)"
A2C,0,0.0901,"(1.4797, 0.5644)","(1.4791, 0.0599)"
A2C,0,8.2454,"(1.6774, 1.622)","(1.3409, 1.2758)"
A2C,0,0.1969,"(0.371, 1.2892)","(0.2208, 1.694)"
A2C,0,0.0011,"(1.9403, 0.0541)","(0.2817, 0.5207)"
A2C,0,5.6383,"(0.3661, 1.5963)","(1.7918, 0.1828)"
A2C,0,0.2488,"(0.0989, 1.119)","(1.7995, 0.9268)"
A2C,0,0.2266,"(0.6674, 1.1722)","(0.6036, 1.0599)"
A2C,0,0.0017,"(0.6207, 1.1306)","(0.5218, 0.9716)"
A2C,0,0.3298,"(1.9006, 1.6996)","(1.6538, 0.5982)"
A2C,0,0.0005,"(1.1486, 0.5542)","(1.6148, 0.1539)"
A2C,0,0.0005,"(1.3093, 0.5109)","(1.6872, 0.6813)"
A2C,0,0.0544,"(1.9036, 1.2277)","(1.736, 0.4553)"
A2C,0,6.3452,"(1.7781, 0.8899)","(0.8836, 0.8242)"
A2C,0,0.2913,"(1.6486, 0.6726)","(1.4109, 0.7992)"
A2C,0,5.6371,"(1.6214, 1.0375)","(0.2895, 0.5941)"
A2C,0,6.3665,"(1.2532, 1.1861)","(0.7092, 1.779)"
A2C,0,0.6012,"(0.0976, 1.2034)","(0.4013, 1.2901)"
A2C,0,0.7281,"(1.645, 0.7642)","(0.1759, 1.0856)"
A2C,0,0.3362,"(1.9005, 0.6765)","(0.3583, 1.7126)"
A2C,0,0.1074,"(1.8925, 0.0724)","(0.5269, 1.0294)"
A2C,0,0.0035,"(0.6073, 0.578)","(1.3317, 0.4435)"
A2C,0,0.0988,"(1.6734, 0.089)","(0.8093, 1.7059)"
A2C,0,6.2072,"(0.4111, 1.6611)","(0.8544, 0.1238)"
A2C,0,0.0007,"(0.6425, 1.3962)","(0.2193, 0.2189)"
A2C,0,0.1547,"(1.6479, 1.4872)","(0.4508, 0.5785)"
A2C,0,6.9845,"(1.6695, 1.4561)","(1.3639, 0.7053)"
A2C,0,0.3338,"(1.9023, 1.6469)","(0.1875, 0.1719)"
A2C,0,0.0006,"(0.4342, 0.5104)","(1.4282, 0.1324)"
A2C,0,0.4133,"(1.5248, 0.9767)","(1.7385, 0.487)"
A2C,0,6.0521,"(1.7243, 1.0009)","(1.1556, 1.2298)"
A2C,0,5.3861,"(1.4053, 1.7463)","(1.3677, 1.4251)"
A2C,0,0.1007,"(0.5246, 0.0974)","(1.3702, 0.9933)"
A2C,0,0.1675,"(0.7008, 0.6188)","(0.2662, 0.5943)"
A2C,0,0.0011,"(1.2098, 0.0686)","(1.2887, 0.3553)"
A2C,0,0.621,"(1.0731, 0.3598)","(0.5919, 1.7542)"
A2C,0,0.5064,"(0.2759, 0.0917)","(0.1913, 1.3788)"
A2C,1,0.0007,"(1.0681, 1.8556)","(1.1359, 1.8097)"
A2C,0,0.0007,"(0.9296, 1.5433)","(0.0643, 0.8018)"
A2C,0,0.2383,"(1.3384, 1.9075)","(0.4229, 1.7264)"
A2C,0,0.3083,"(1.9019, 1.0135)","(1.023, 0.2373)"
A2C,0,0.0007,"(1.3794, 0.4228)","(1.8067, 1.2097)"
A2C,0,0.8124,"(0.7929, 1.2708)","(1.8595, 1.7985)"
A2C,0,0.3389,"(1.9065, 1.6003)","(1.5772, 0.7695)"
A2C,0,0.1821,"(0.092, 0.9814)","(1.5858, 1.4874)"
A2C,0,0.568,"(0.4024, 0.7619)","(0.7266, 1.2685)"
A2C,0,0.0441,"(1.9014, 1.6341)","(0.303, 1.7298)"
A2C,0,0.0018,"(0.7796, 0.5309)","(0.5744, 1.2704)"
A2C,0,0.1586,"(0.627, 0.6255)","(0.1166, 0.7079)"
A2C,0,0.0982,"(0.0981, 1.7538)","(1.9164, 1.5853)"
A2C,0,0.0227,"(0.0995, 1.0561)","(0.8849, 1.9478)"
A2C,0,0.0005,"(1.6033, 1.3225)","(1.1107, 0.779)"
A2C,0,0.4718,"(1.9007, 0.2563)","(1.3802, 0.0792)"
A2C,0,0.0695,"(1.3538, 1.109)","(0.8174, 0.3079)"
A2C,0,0.0006,"(1.183, 0.5813)","(1.8925, 0.2758)"
A2C,1,0.3106,"(0.7036, 0.1265)","(0.621, 0.2264)"
A2C,0,0.3163,"(0.5266, 1.5527)","(1.0227, 1.3407)"
A2C,0,0.0006,"(0.8622, 0.0797)","(0.4466, 0.3735)"
A2C,0,0.1646,"(0.0875, 0.6221)","(1.746, 1.2063)"
A2C,0,0.3223,"(0.5991, 0.321)","(0.6776, 1.5327)"
A2C,0,6.4166,"(0.9574, 1.1122)","(0.083, 1.7755)"
A2C,0,0.0006,"(1.3813, 1.3538)","(1.2138, 1.7832)"
A2C,0,7.7924,"(0.2534, 1.2515)","(1.1632, 0.6155)"
A2C,0,6.0934,"(1.124, 0.1204)","(1.6499, 0.1902)"
A2C,0,0.0366,"(0.6624, 1.1586)","(0.3162, 1.3371)"
A2C,0,6.3828,"(1.6869, 1.0654)","(0.7032, 0.1346)"
A2C,0,0.6559,"(0.654, 0.7271)","(1.0303, 0.0715)"
A2C,0,0.0735,"(1.6455, 1.4442)","(0.4459, 1.369)"
A2C,0,4.4629,"(0.1241, 1.0789)","(0.3824, 1.573)"
A2C,0,0.948,"(0.9697, 1.4206)","(0.3819, 1.3269)"
A2C,0,0.0007,"(0.6256, 1.176)","(1.4696, 1.3186)"
A2C,0,0.0748,"(1.5315, 1.1037)","(1.6627, 0.1544)"
A2C,0,6.2149,"(0.1224, 1.4556)","(0.4485, 0.3207)"
A2C,0,7.6467,"(0.2299, 1.5616)","(1.6092, 0.1322)"
A2C,1,0.0173,"(1.3024, 1.7648)","(1.4018, 1.6708)"
A2C,0,0.8913,"(1.6496, 0.4636)","(0.924, 0.2404)"
A2C,0,0.0196,"(0.8596, 0.4496)","(1.6622, 1.7131)"
A2C,0,9.6935,"(0.8998, 0.7209)","(0.2024, 1.4872)"
A2C,0,0.612,"(1.3506, 1.1405)","(0.7211, 1.6046)"
A2C,0,0.2485,"(0.3772, 1.5038)","(0.1345, 1.2362)"
A2C,0,0.5355,"(0.096, 1.0064)","(1.4394, 0.3424)"
A2C,0,5.6369,"(1.6838, 1.1828)","(0.7434, 1.2667)"
A2C,0,8.1498,"(0.6109, 1.7632)","(0.5331, 1.1074)"
A2C,0,0.0317,"(1.9007, 1.1831)","(0.0863, 1.4999)"
A2C,0,0.4628,"(1.6176, 1.2305)","(1.7415, 1.1932)"
A2C,0,0.0008,"(0.699, 0.5394)","(0.408, 1.1358)"
A2C,0,0.2492,"(0.912, 0.3467)","(1.4193, 0.742)"
A2C,0,0.5297,"(1.9005, 1.3895)","(1.2086, 1.6727)"
A2C,0,0.0014,"(1.4618, 1.155)","(1.1131, 1.5898)"
A2C,0,5.4051,"(1.5103, 0.2724)","(0.5461, 1.6909)"
A2C,0,0.5724,"(0.1455, 1.9039)","(1.7031, 0.6459)"
A2C,0,0.5502,"(0.9449, 0.5402)","(1.2285, 1.9023)"
A2C,0,0.5252,"(1.1894, 1.5221)","(0.3461, 1.8723)"
A2C,1,0.0014,"(0.8538, 1.5924)","(0.836, 1.4998)"
A2C,0,6.0017,"(0.3052, 1.2047)","(0.4304, 1.228)"
A2C,0,0.0646,"(1.6047, 1.5154)","(0.6412, 1.8564)"
A2C,0,7.8173,"(1.1435, 0.9758)","(0.6183, 0.0839)"
A2C,0,6.0085,"(0.1277, 1.6978)","(1.0264, 0.1065)"
A2C,0,0.1566,"(1.9024, 1.5181)","(1.8918, 1.6559)"
A2C,0,5.145,"(1.0847, 0.3568)","(0.2505, 0.7837)"
A2C,0,5.7025,"(1.4585, 0.1007)","(0.6669, 0.9946)"
A2C,0,0.2281,"(1.648, 0.5614)","(1.6744, 1.5201)"
A2C,0,4.8504,"(1.3521, 1.7583)","(0.4305, 1.829)"
A2C,0,0.3315,"(1.1318, 1.497)","(0.3101, 1.415)"
A2C,0,0.4983,"(1.1306, 0.0994)","(1.5963, 0.2803)"
A2C,0,6.3591,"(1.2117, 0.6686)","(0.9466, 1.2325)"
A2C,0,0.0006,"(1.6342, 0.4647)","(0.6583, 0.2384)"
A2C,1,0.2535,"(0.3716, 0.2916)","(0.465, 0.3911)"
A2C,0,0.0006,"(0.654, 0.3801)","(0.8318, 1.2408)"
A2C,0,0.2623,"(1.2707, 0.0955)","(1.7919, 0.9587)"
A2C,0,0.4946,"(1.0559, 0.412)","(1.6799, 0.8196)"
A2C,0,0.0006,"(0.4008, 1.4114)","(0.6596, 1.6924)"
A2C,0,5.685,"(0.3266, 1.5302)","(0.647, 0.0977)"
A2C,0,6.9208,"(1.8637, 1.7762)","(1.3393, 1.5856)"
A2C,0,0.1638,"(0.0955, 0.6358)","(1.3697, 1.6394)"
A2C,0,0.5689,"(1.7945, 1.9076)","(1.5901, 1.7938)"
A2C,0,0.002,"(1.9056, 1.9497)","(0.7728, 0.8235)"
A2C,0,6.5149,"(1.4906, 0.3092)","(1.6353, 1.8495)"
A2C,0,5.2094,"(0.835, 1.923)","(0.5507, 0.3278)"
A2C,0,0.4106,"(1.6451, 0.6354)","(1.9191, 0.4127)"
A2C,0,4.979,"(0.6659, 1.1225)","(1.1995, 0.1652)"
A2C,0,0.0132,"(1.8294, 1.9027)","(1.4205, 1.8073)"
A2C,0,0.1582,"(1.9013, 0.4823)","(1.0606, 0.8313)"
A2C,0,0.0014,"(1.3971, 1.4541)","(0.5404, 1.1036)"
A2C,0,0.2034,"(0.3736, 1.2918)","(0.3503, 0.3082)"
A2C,0,0.0009,"(0.5146, 1.4107)","(1.6453, 0.4332)"
A2C,0,0.4332,"(1.426, 0.0916)","(1.4121, 0.9297)"
A2C,0,6.4589,"(1.1976, 0.7536)","(1.7509, 0.1581)"
A2C,1,0.2469,"(0.293, 0.4241)","(0.3687, 0.524)"
A2C,0,0.1093,"(0.3706, 1.3936)","(1.4681, 1.076)"
A2C,0,0.0083,"(1.1513, 0.0517)","(1.3487, 1.4895)"
A2C,0,0.0007,"(0.499, 0.4759)","(1.7083, 1.6228)"
A2C,0,4.9428,"(0.7693, 1.6906)","(0.7081, 1.2856)"
A2C,0,0.1814,"(0.0993, 1.6599)","(0.1954, 0.3121)"
A2C,0,0.043,"(0.6646, 1.0414)","(0.3016, 0.0812)"
A2C,0,0.306,"(1.0702, 1.4211)","(1.7764, 0.0577)"
A2C,0,0.0007,"(0.488, 0.7635)","(1.1502, 1.6359)"
A2C,0,4.4029,"(1.8837, 1.5819)","(0.5296, 0.8612)"
A2C,0,9.2054,"(0.459, 1.5421)","(1.0599, 1.1779)"
A2C,0,0.3573,"(1.0891, 0.3435)","(0.2834, 1.4725)"
A2C,0,0.2994,"(0.5434, 1.5697)","(1.1193, 0.4065)"
A2C,0,0.2442,"(1.6493, 1.3828)","(0.7748, 0.7321)"
A2C,0,0.06,"(0.8586, 0.449)","(1.5311, 0.1481)"
A2C,0,0.0657,"(0.6649, 0.6107)","(1.7192, 0.9856)"
A2C,0,0.594,"(0.8074, 1.5686)","(1.1941, 0.8458)"
A2C,0,5.0445,"(1.7663, 0.8051)","(1.3007, 0.4887)"
A2C,0,4.8655,"(0.8464, 0.1822)","(1.1766, 0.6974)"
A2C,0,7.9946,"(1.6982, 1.0974)","(0.9609, 0.3688)"
A2C,0,0.001,"(1.9341, 1.546)","(1.7758, 1.6457)"
A2C,0,0.1876,"(1.9018, 1.5237)","(1.2891, 0.352)"
A2C,0,12.1276,"(0.7854, 0.8957)","(1.218, 1.8076)"
A2C,0,13.044,"(1.3077, 1.125)","(0.3392, 1.5093)"
A2C,0,0.1209,"(0.0977, 0.8538)","(0.1305, 1.0906)"
A2C,0,0.824,"(1.723, 1.9029)","(0.5303, 1.7733)"
A2C,0,0.3125,"(1.9007, 0.6371)","(1.4386, 1.1629)"
A2C,0,0.0005,"(0.4307, 0.4446)","(1.8673, 0.5238)"
A2C,0,10.9095,"(1.7455, 1.8419)","(0.3766, 1.0555)"
A2C,0,1.7188,"(1.1843, 0.5419)","(1.0911, 1.7599)"
A2C,0,13.5279,"(1.8574, 0.8582)","(1.2841, 1.5294)"
A2C,0,0.0515,"(0.3871, 0.0989)","(0.1454, 0.3541)"
A2C,0,0.9522,"(0.5999, 0.9773)","(0.7368, 0.124)"
A2C,1,0.0019,"(0.4631, 1.2071)","(0.5067, 1.2235)"
A2C,0,0.7574,"(0.8802, 0.6136)","(0.5245, 0.5305)"
A2C,0,0.3236,"(0.4487, 1.9005)","(1.4814, 1.598)"
A2C,0,0.1157,"(0.3725, 1.1971)","(0.2461, 1.4771)"
A2C,0,0.0031,"(1.4088, 0.7431)","(1.5008, 1.2584)"
A2C,0,0.0005,"(0.3956, 1.1635)","(1.1864, 1.1425)"
A2C,0,13.3023,"(1.0312, 0.2499)","(1.3681, 0.0973)"
A2C,0,10.4465,"(1.8783, 1.4326)","(0.2145, 1.474)"
A2C,0,7.9092,"(1.7834, 0.299)","(0.2184, 1.7109)"
A2C,1,0.0419,"(1.5107, 0.7679)","(1.5729, 0.8674)"
A2C,0,0.0006,"(0.645, 1.2394)","(0.8697, 0.6184)"
A2C,0,0.0628,"(0.4458, 0.5643)","(1.7613, 0.1238)"
A2C,0,5.6465,"(0.7423, 1.8404)","(1.8894, 0.4948)"
A2C,0,0.0867,"(0.5197, 0.7819)","(1.0045, 1.8587)"
A2C,0,0.3355,"(1.5857, 0.3415)","(1.827, 1.5998)"
A2C,0,4.3775,"(0.1842, 1.7396)","(0.4916, 0.3374)"
A2C,0,6.8229,"(0.7495, 0.8638)","(0.9634, 0.7267)"
A2C,0,0.3828,"(0.6015, 0.8337)","(1.1474, 1.5159)"
A2C,0,0.0018,"(1.2942, 0.076)","(0.0628, 1.8621)"
A2C,0,0.0014,"(0.7902, 0.494)","(1.1982, 0.2099)"
A2C,0,6.1805,"(1.7733, 1.3236)","(0.742, 0.9624)"
A2C,0,0.1753,"(0.0913, 1.3174)","(1.7811, 1.3508)"
A2C,0,6.332,"(0.1425, 1.1992)","(1.6714, 0.3766)"
A2C,0,6.346,"(0.3313, 1.9186)","(0.3976, 0.5911)"
A2C,0,7.7265,"(1.3513, 1.7677)","(1.8075, 1.7496)"
A2C,0,1.2142,"(0.6468, 1.2708)","(0.5577, 0.7243)"
A2C,0,0.3384,"(1.9024, 1.2964)","(0.2089, 1.2741)"
A2C,0,9.6747,"(1.8747, 1.1131)","(1.3185, 0.209)"
A2C,0,0.4357,"(0.9454, 1.5322)","(0.7788, 1.1044)"
A2C,0,11.306,"(0.7206, 0.9433)","(1.3863, 0.6365)"
A2C,0,0.7525,"(0.3753, 1.2703)","(0.2583, 1.7279)"
A2C,0,14.0653,"(0.2906, 1.2807)","(1.4512, 1.3046)"
A2C,0,0.4879,"(1.5297, 1.5617)","(0.859, 1.1601)"
A2C,0,0.0012,"(0.0827, 1.8863)","(0.831, 0.5134)"
A2C,0,12.0857,"(0.4824, 0.0956)","(0.9637, 1.0352)"
A2C,0,14.2835,"(0.1856, 1.2673)","(0.3721, 0.7227)"
A2C,0,1.4354,"(1.6489, 0.5623)","(0.4455, 0.2171)"
A2C,0,13.5933,"(1.1188, 1.7276)","(1.8436, 0.9811)"
A2C,0,1.1667,"(1.5955, 1.4015)","(1.5448, 1.2144)"
A2C,0,1.7675,"(0.371, 0.4444)","(1.6054, 0.2223)"
A2C,0,0.583,"(1.6023, 1.4452)","(0.8152, 0.4714)"
A2C,0,1.5616,"(0.372, 0.5751)","(0.2966, 0.0558)"
A2C,0,0.0018,"(1.9383, 0.3075)","(0.6692, 1.6761)"
A2C,0,0.3477,"(0.5854, 1.5697)","(0.6813, 1.4584)"
A2C,0,0.0662,"(1.6173, 0.81)","(0.6645, 1.0828)"
A2C,0,11.4104,"(0.7079, 0.7972)","(0.0567, 1.4861)"
A2C,0,13.787,"(0.4858, 1.7212)","(1.6434, 1.2608)"
A2C,0,1.004,"(1.0292, 0.0989)","(0.9115, 0.5625)"
A2C,0,0.5657,"(0.0985, 0.5823)","(0.1308, 0.138)"
A2C,0,10.3467,"(1.3933, 0.1413)","(0.4914, 0.8666)"
A2C,0,1.4363,"(1.634, 0.6551)","(0.5537, 1.8187)"
A2C,0,0.4882,"(0.8321, 1.3006)","(0.8865, 1.6648)"
A2C,0,1.0036,"(1.9004, 1.7212)","(1.6919, 1.4961)"
A2C,0,0.6417,"(1.58, 0.3279)","(0.646, 1.7525)"
A2C,0,0.0285,"(1.7948, 1.901)","(1.7391, 0.6513)"
A2C,0,12.4751,"(1.718, 0.7634)","(1.0734, 0.5767)"
A2C,0,0.0021,"(0.593, 1.4961)","(1.9418, 1.0517)"
A2C,0,14.1925,"(1.8329, 1.5994)","(1.2562, 0.1295)"
A2C,0,0.307,"(0.6584, 1.5651)","(1.3352, 0.1755)"
A2C,0,11.4199,"(1.6453, 1.7248)","(1.1727, 1.0791)"
A2C,0,14.365,"(1.2223, 0.9235)","(1.6097, 0.7177)"
A2C,0,13.6422,"(1.7345, 1.3088)","(1.0533, 0.7171)"
A2C,0,1.2987,"(1.6453, 1.1627)","(1.5141, 0.0961)"
A2C,0,0.0015,"(1.5254, 1.1005)","(0.2033, 0.9519)"
A2C,0,0.0015,"(0.0696, 1.0361)","(0.7035, 0.2278)"
A2C,0,0.0015,"(1.6263, 0.4781)","(0.2257, 0.4128)"
A2C,0,13.6384,"(0.1963, 1.855)","(0.5012, 1.6261)"
A2C,0,0.477,"(1.0717, 1.4036)","(0.7079, 0.1882)"
A2C,0,1.378,"(0.3221, 1.9164)","(1.607, 0.3489)"
A2C,0,0.0644,"(1.1695, 0.532)","(0.4918, 1.3559)"
A2C,0,0.0007,"(1.4707, 1.0526)","(0.3075, 0.6538)"
A2C,0,0.1643,"(1.4528, 0.0901)","(1.0333, 0.0652)"
A2C,0,0.0138,"(1.8644, 0.0934)","(1.8223, 1.4627)"
A2C,0,0.2543,"(0.0981, 1.6826)","(1.1314, 0.2627)"
A2C,0,0.0006,"(0.7345, 1.4487)","(0.8493, 0.7894)"
A2C,0,0.0758,"(1.292, 1.3228)","(0.168, 1.1819)"
A2C,0,0.3821,"(1.9007, 1.8588)","(0.8205, 0.3149)"
A2C,0,0.0783,"(1.0928, 1.5278)","(1.0192, 1.873)"
A2C,0,0.6678,"(0.4947, 0.3201)","(0.363, 1.9233)"
A2C,0,14.3333,"(0.9684, 0.3001)","(0.574, 0.6965)"
A2C,0,13.9567,"(1.284, 1.7749)","(0.116, 0.3487)"
A2C,0,0.1597,"(1.7059, 0.0995)","(1.3097, 0.7473)"
A2C,0,0.2333,"(0.0869, 0.8584)","(1.0979, 0.6047)"
A2C,0,11.0674,"(0.2259, 0.257)","(1.5863, 0.6459)"
A2C,0,0.4529,"(1.9072, 1.1251)","(0.5669, 0.8841)"
A2C,0,0.0854,"(0.6134, 1.5136)","(0.5595, 1.3659)"
A2C,0,0.0975,"(1.9113, 0.3949)","(1.3243, 0.5586)"
A2C,1,0.0207,"(1.8715, 1.3582)","(1.9208, 1.2588)"
A2C,0,5.5533,"(0.9003, 1.0303)","(1.2063, 0.4229)"
A2C,0,0.1847,"(0.8907, 1.9175)","(1.2436, 1.1684)"
A2C,0,0.263,"(1.0518, 0.5331)","(1.5681, 1.8975)"
A2C,0,0.0008,"(0.5813, 1.389)","(1.8286, 0.9313)"
A2C,0,0.3245,"(0.099, 1.1642)","(1.7964, 1.4741)"
A2C,0,0.1517,"(1.5876, 1.9177)","(0.8091, 1.2123)"
A2C,0,0.3876,"(1.9013, 1.9271)","(1.0201, 1.4314)"
A2C,0,7.6417,"(1.9151, 0.5021)","(1.0338, 0.0784)"
A2C,0,0.0014,"(1.5527, 1.5082)","(1.2811, 0.4381)"
A2C,0,0.8668,"(0.3705, 1.1239)","(1.8976, 0.8151)"
A2C,0,0.2448,"(1.2508, 0.0967)","(1.194, 1.0908)"
A2C,0,0.0247,"(0.6722, 1.5648)","(1.1551, 1.6069)"
A2C,0,7.4136,"(1.7698, 0.9229)","(1.6258, 0.3584)"
A2C,0,0.0014,"(0.9258, 1.4094)","(1.8543, 1.0808)"
A2C,0,0.0015,"(1.4447, 1.4197)","(1.1107, 0.5052)"
A2C,0,0.0582,"(1.4679, 1.9254)","(1.8339, 0.9948)"
A2C,0,9.7193,"(1.6491, 0.8303)","(1.5345, 1.4329)"
A2C,0,0.4015,"(1.295, 0.6186)","(0.3465, 1.676)"
A2C,0,0.1317,"(0.6664, 0.6483)","(0.1, 0.0821)"
A2C,0,5.6752,"(1.1184, 1.0149)","(0.5875, 0.5119)"
A2C,0,8.1543,"(1.6409, 1.4139)","(1.6023, 1.661)"
A2C,0,7.9472,"(0.9633, 0.8898)","(0.9781, 1.0203)"
A2C,0,0.0014,"(1.4343, 0.7508)","(0.7602, 0.9336)"
A2C,0,6.0757,"(1.8574, 1.0017)","(1.5108, 0.7953)"
A2C,0,6.9314,"(0.22, 0.9386)","(1.4573, 0.445)"
A2C,0,0.0006,"(0.6574, 1.4014)","(1.9359, 1.5872)"
A2C,0,0.0741,"(0.9154, 1.3097)","(1.4924, 0.8814)"
A2C,0,4.8028,"(1.7156, 1.2882)","(0.5998, 0.9195)"
A2C,0,0.0006,"(1.5709, 1.0127)","(1.5957, 1.5004)"
A2C,0,0.1147,"(1.9057, 1.3702)","(0.0784, 1.5691)"
A2C,1,0.2372,"(1.1112, 1.5995)","(1.1499, 1.4996)"
A2C,0,1.2007,"(0.3792, 1.2086)","(1.8105, 1.22)"
A2C,0,0.0009,"(1.1648, 1.5061)","(0.8736, 0.8674)"
A2C,0,9.558,"(1.6267, 0.1209)","(0.7223, 1.818)"
A2C,0,6.272,"(0.917, 1.0196)","(0.1352, 1.7104)"
A2C,0,0.5604,"(1.0546, 0.433)","(0.888, 0.0987)"
A2C,0,0.0007,"(0.6136, 0.4705)","(1.4509, 0.4715)"
A2C,0,6.2453,"(1.1777, 0.8903)","(1.3007, 0.2249)"
A2C,0,11.2111,"(0.8802, 1.5698)","(0.5807, 1.9019)"
A2C,0,0.0019,"(0.0797, 0.6815)","(0.2467, 1.1372)"
A2C,0,12.4991,"(1.1369, 1.1516)","(0.5142, 1.6274)"
A2C,0,0.0018,"(0.6187, 0.5613)","(1.5583, 1.1553)"
A2C,0,12.6214,"(0.4483, 0.2565)","(0.6217, 0.9539)"
A2C,0,8.1231,"(0.9423, 1.7305)","(1.6416, 0.9146)"
A2C,0,0.2996,"(0.1213, 0.0972)","(1.0151, 0.4903)"
A2C,0,7.1771,"(1.7479, 1.1907)","(1.5285, 1.1268)"
A2C,0,0.4431,"(1.2165, 1.5322)","(0.4741, 0.1245)"
A2C,0,0.0174,"(1.163, 0.0756)","(0.7594, 0.8993)"
A2C,0,5.7579,"(1.8618, 0.4267)","(1.6203, 0.2124)"
A2C,0,7.0889,"(1.169, 1.6112)","(1.5741, 0.9325)"
A2C,0,6.3236,"(0.9, 0.8367)","(1.4096, 0.4754)"
A2C,0,8.3245,"(0.1802, 1.3032)","(1.5228, 1.3743)"
A2C,0,6.1159,"(0.9742, 1.0934)","(0.5968, 0.5584)"
A2C,0,0.3677,"(0.0998, 1.2905)","(1.161, 1.0859)"
A2C,0,0.0654,"(0.6351, 0.9974)","(1.7758, 0.7534)"
A2C,0,0.1893,"(1.9081, 1.2611)","(0.4596, 0.2236)"
A2C,0,0.1745,"(0.3722, 0.4916)","(1.2608, 0.9925)"
A2C,0,0.5205,"(0.6586, 1.2723)","(1.587, 1.7981)"
A2C,0,1.1133,"(0.287, 0.0895)","(1.1305, 1.5015)"
A2C,0,0.1606,"(0.9632, 1.3369)","(0.1606, 0.1915)"
A2C,0,5.594,"(0.6948, 0.985)","(1.7904, 1.7708)"
A2C,0,0.5603,"(0.5187, 0.8395)","(0.33, 1.3796)"
A2C,0,1.1253,"(1.1317, 1.2792)","(0.7609, 0.9587)"
A2C,0,6.7005,"(1.3184, 1.8893)","(1.1687, 1.182)"
A2C,0,0.145,"(0.2206, 0.0995)","(1.4173, 1.6618)"
A2C,0,0.0817,"(0.9683, 0.0881)","(0.3939, 0.3699)"
A2C,0,5.9997,"(1.3337, 1.6458)","(1.8351, 0.8167)"
A2C,0,10.4854,"(1.6937, 1.6205)","(1.2628, 0.8556)"
A2C,0,0.8047,"(1.3614, 1.5693)","(0.3407, 0.1499)"
A2C,0,0.2056,"(0.0873, 1.4649)","(0.6815, 0.5226)"
A2C,0,10.9542,"(1.5705, 1.679)","(0.7751, 1.1144)"
A2C,0,0.251,"(0.6324, 1.9007)","(1.7002, 0.5717)"
A2C,0,0.3788,"(1.3123, 1.5281)","(0.3443, 0.6804)"
A2C,0,9.329,"(0.6279, 1.722)","(0.7924, 0.5601)"
A2C,0,10.3957,"(0.7956, 1.0595)","(0.8459, 1.6524)"
A2C,0,0.1577,"(0.9906, 1.933)","(1.4161, 0.9751)"
A2C,0,8.2761,"(1.6924, 1.1946)","(1.7129, 0.7694)"
A2C,0,1.332,"(0.9467, 1.5207)","(1.3574, 1.2676)"
A2C,0,7.2745,"(1.7853, 1.3971)","(0.5, 0.5791)"
A2C,0,0.0926,"(1.6357, 1.2272)","(0.2078, 1.8633)"
A2C,0,5.4774,"(1.603, 1.6642)","(0.6069, 1.4308)"
A2C,0,0.3465,"(0.9278, 0.5798)","(0.0587, 0.5411)"
A2C,0,9.6583,"(0.2815, 1.7051)","(0.0632, 0.8176)"
A2C,0,0.0019,"(0.8988, 0.3954)","(1.5367, 0.9899)"
A2C,0,0.0017,"(0.5555, 1.1642)","(0.2771, 0.1325)"
A2C,0,5.677,"(1.6845, 0.6934)","(1.633, 1.7504)"
A2C,0,0.0871,"(0.3891, 1.0138)","(0.5578, 1.5044)"
A2C,1,0.0237,"(1.0948, 0.9621)","(1.1944, 0.8685)"
A2C,0,0.0005,"(0.441, 1.349)","(1.3125, 1.106)"
A2C,0,0.2554,"(0.6395, 0.6988)","(0.5853, 1.8019)"
A2C,0,6.5258,"(1.7537, 1.5137)","(1.2064, 1.5763)"
A2C,0,9.599,"(1.3227, 1.694)","(1.7516, 1.1733)"
A2C,0,10.601,"(0.6897, 1.0482)","(1.522, 1.268)"
A2C,0,7.5184,"(1.6566, 1.6986)","(1.3719, 1.2453)"
A2C,0,8.3153,"(1.5629, 1.7164)","(0.1312, 1.7554)"
A2C,0,8.4291,"(0.8922, 1.5408)","(0.4183, 1.7379)"
A2C,0,0.0017,"(1.6382, 0.4848)","(1.2613, 1.4079)"
A2C,0,0.0719,"(1.5436, 1.9139)","(1.0168, 0.7318)"
A2C,0,0.0513,"(0.7897, 1.9061)","(1.0109, 0.1764)"
A2C,0,5.9427,"(0.2938, 1.7174)","(1.1745, 0.9563)"
A2C,0,0.0448,"(1.902, 1.2852)","(0.8295, 1.6042)"
A2C,0,0.2457,"(1.6402, 0.7403)","(0.6022, 1.4601)"
