model_name,win,time,final_robot_position,goal_position
DQN,0,0.6112,"(0.9463, 1.4108)","(1.853, 1.62)"
DQN,0,1.7919,"(0.2904, 1.9218)","(1.0343, 1.6531)"
DQN,0,2.2599,"(0.091, 1.9049)","(1.3257, 0.6888)"
DQN,0,0.002,"(0.0895, 1.6319)","(1.0242, 0.2033)"
DQN,0,0.5383,"(0.0782, 1.1331)","(1.2179, 0.9852)"
DQN,0,2.2645,"(0.2897, 1.9224)","(0.8251, 1.3049)"
DQN,0,2.5998,"(1.9221, 1.7127)","(0.7634, 1.396)"
DQN,0,0.8301,"(0.3752, 0.4409)","(0.8388, 1.5368)"
DQN,0,1.0102,"(1.4804, 1.003)","(0.8535, 0.1898)"
DQN,0,0.4237,"(1.4737, 0.9822)","(1.1967, 1.2984)"
DQN,0,0.0006,"(1.403, 0.4246)","(0.2579, 1.3507)"
DQN,0,1.016,"(1.6374, 1.426)","(1.1199, 1.7787)"
DQN,0,1.4026,"(0.4827, 0.8348)","(1.3176, 1.6594)"
DQN,0,3.839,"(1.6396, 1.4387)","(0.653, 1.0787)"
DQN,0,0.139,"(0.0787, 0.4063)","(1.0582, 1.859)"
DQN,0,1.4079,"(0.4986, 1.5636)","(1.6536, 0.2563)"
DQN,0,0.2509,"(0.6764, 1.5599)","(0.9019, 1.6284)"
DQN,0,0.0592,"(0.6192, 0.8235)","(1.0403, 1.7863)"
DQN,0,0.0005,"(0.6735, 1.4272)","(1.0819, 0.4071)"
DQN,0,0.9016,"(1.9256, 0.0968)","(1.904, 0.9118)"
DQN,0,2.0494,"(1.5093, 0.827)","(1.5033, 0.5782)"
DQN,0,1.8206,"(1.4906, 0.3403)","(1.5259, 1.35)"
DQN,0,3.1608,"(0.2913, 1.9228)","(1.8616, 1.4954)"
DQN,0,2.1724,"(0.9635, 1.4555)","(1.251, 0.3158)"
DQN,0,1.504,"(0.5071, 0.8301)","(1.7898, 1.7017)"
DQN,1,0.2443,"(1.0644, 0.7348)","(0.9926, 0.6354)"
DQN,0,0.7812,"(0.6506, 1.1486)","(0.976, 0.1729)"
DQN,0,1.4489,"(0.3807, 0.4636)","(0.6835, 1.706)"
DQN,1,0.0005,"(0.4229, 1.2985)","(0.3479, 1.3331)"
DQN,0,0.2689,"(1.9231, 1.4067)","(0.7551, 0.6146)"
DQN,0,4.0341,"(1.9217, 1.7116)","(0.2716, 1.8408)"
DQN,0,0.5847,"(1.3396, 0.6113)","(0.1111, 0.6801)"
DQN,0,1.6014,"(1.9083, 0.0963)","(0.9159, 1.7337)"
DQN,1,0.2112,"(0.7773, 1.0928)","(0.6954, 0.9931)"
DQN,0,1.0965,"(1.4992, 0.3351)","(0.7917, 1.4249)"
DQN,0,0.9958,"(1.54, 0.9748)","(1.2464, 1.6194)"
DQN,0,3.0145,"(0.2868, 1.9218)","(1.6731, 0.8289)"
DQN,0,0.0006,"(1.4306, 1.1596)","(0.3054, 1.4111)"
DQN,0,0.0006,"(1.3946, 1.2221)","(1.3582, 0.7248)"
DQN,0,1.8286,"(1.6404, 1.4378)","(1.2949, 0.9668)"
DQN,0,0.0017,"(1.6089, 1.4353)","(1.3467, 0.387)"
DQN,0,4.4228,"(0.2884, 1.9221)","(0.8355, 1.0516)"
DQN,0,5.8966,"(1.9225, 1.7172)","(0.8044, 0.4959)"
DQN,0,1.5974,"(0.3867, 1.3854)","(1.6289, 0.9925)"
DQN,0,2.8455,"(1.711, 0.0779)","(0.9401, 0.4285)"
DQN,0,2.085,"(0.4033, 0.4897)","(0.8972, 1.4273)"
DQN,0,1.0594,"(0.377, 0.4514)","(1.6274, 0.5367)"
DQN,0,0.7041,"(1.9103, 0.1047)","(0.7604, 0.3333)"
DQN,0,1.2044,"(1.7129, 0.0784)","(1.8966, 1.2824)"
DQN,0,0.1202,"(1.1882, 0.0784)","(0.3473, 1.4553)"
DQN,0,0.0006,"(1.3487, 0.59)","(1.4219, 1.4975)"
DQN,0,2.2957,"(0.9374, 0.457)","(0.3333, 1.6849)"
DQN,0,1.6722,"(0.6616, 0.6117)","(1.2287, 1.8187)"
DQN,0,2.996,"(1.6392, 1.4365)","(0.4314, 0.7758)"
DQN,0,2.7273,"(0.3802, 0.4629)","(1.756, 0.825)"
DQN,0,0.5739,"(1.3512, 0.5884)","(1.5588, 0.2041)"
DQN,0,0.8033,"(1.9225, 1.2971)","(0.7864, 1.1085)"
DQN,0,0.0018,"(0.4433, 0.5722)","(0.5336, 0.849)"
DQN,0,0.5857,"(0.3776, 0.4529)","(0.4527, 0.25)"
DQN,0,0.6316,"(1.4885, 0.9939)","(1.5848, 0.5632)"
DQN,0,0.549,"(0.5634, 0.3623)","(1.0209, 1.3054)"
DQN,0,3.0451,"(0.9662, 1.4675)","(0.6898, 0.7446)"
DQN,0,3.6293,"(0.3777, 0.4544)","(0.4018, 0.9593)"
DQN,0,0.8491,"(0.3714, 0.6154)","(1.5683, 1.0903)"
DQN,0,3.466,"(1.9222, 1.7145)","(1.1553, 1.3786)"
DQN,0,4.7968,"(0.5032, 1.5624)","(1.71, 1.2654)"
DQN,0,0.2085,"(0.5533, 1.5629)","(0.0599, 0.5303)"
DQN,0,2.6784,"(0.3765, 0.4505)","(1.3766, 1.426)"
DQN,0,3.3042,"(1.6118, 1.3972)","(0.8645, 0.8065)"
DQN,0,3.6934,"(0.3783, 0.4567)","(1.8351, 0.9708)"
DQN,0,0.2222,"(1.9227, 1.0735)","(1.934, 0.6798)"
DQN,0,1.516,"(1.4937, 0.3392)","(1.2298, 1.4342)"
DQN,0,1.198,"(0.5042, 1.5619)","(0.2667, 0.855)"
DQN,0,0.0006,"(0.5713, 1.2567)","(1.9363, 1.7719)"
DQN,0,2.1224,"(0.382, 0.463)","(1.7879, 0.4591)"
DQN,1,0.0698,"(0.2327, 1.02)","(0.3226, 0.9202)"
DQN,0,0.3338,"(1.9224, 1.3486)","(1.2234, 0.9858)"
DQN,0,0.8425,"(1.4759, 1.0095)","(0.6104, 0.441)"
DQN,0,1.129,"(1.638, 1.4279)","(1.3387, 1.408)"
DQN,1,0.66,"(0.8425, 1.155)","(0.7431, 1.065)"
DQN,0,0.4429,"(0.1006, 0.0913)","(1.5869, 0.4675)"
DQN,0,2.5701,"(0.3796, 0.4595)","(1.5091, 0.2622)"
DQN,0,0.0018,"(1.2951, 0.4677)","(0.1847, 1.0743)"
DQN,0,0.1894,"(1.9219, 0.7361)","(0.8232, 1.0571)"
DQN,1,1.7832,"(1.5174, 1.8741)","(1.6169, 1.9068)"
DQN,0,0.0005,"(1.257, 0.4254)","(1.2906, 0.7657)"
DQN,0,1.8549,"(0.5035, 1.5627)","(0.0963, 1.6059)"
DQN,0,3.1391,"(1.5064, 0.3308)","(1.7152, 0.6939)"
DQN,0,0.0168,"(1.3619, 0.6001)","(0.9199, 1.8649)"
DQN,0,0.5714,"(1.9171, 1.9049)","(0.74, 1.5931)"
DQN,0,0.5536,"(0.9647, 1.47)","(0.7208, 1.9299)"
QRDQN,0,10.5945,"(0.3019, 1.4996)","(1.7628, 1.9256)"
QRDQN,0,0.0012,"(1.2799, 1.4578)","(1.4648, 1.1104)"
QRDQN,1,4.94,"(1.3643, 0.1311)","(1.464, 0.0691)"
QRDQN,0,11.5241,"(1.0491, 1.845)","(0.3818, 1.0265)"
QRDQN,0,0.662,"(1.6302, 1.4197)","(1.5825, 0.2087)"
QRDQN,0,1.0841,"(1.4975, 1.5501)","(0.1052, 0.6342)"
QRDQN,1,4.3295,"(1.5419, 1.6729)","(1.443, 1.6766)"
QRDQN,0,0.0022,"(1.6244, 0.4694)","(0.2217, 1.9125)"
QRDQN,0,0.0014,"(0.6547, 1.4375)","(1.6761, 0.7212)"
QRDQN,0,0.2862,"(0.146, 1.9134)","(0.9226, 1.927)"
QRDQN,0,7.7256,"(0.1249, 0.7994)","(0.4352, 0.6411)"
QRDQN,0,11.869,"(1.1262, 0.1326)","(0.5356, 0.6566)"
QRDQN,0,2.5058,"(1.6194, 0.4873)","(1.6289, 1.1859)"
QRDQN,1,10.4963,"(0.5968, 1.8439)","(0.6793, 1.7441)"
QRDQN,0,11.5057,"(0.1651, 0.5846)","(1.7038, 0.8685)"
QRDQN,0,1.3783,"(1.5008, 0.8211)","(1.0161, 0.4977)"
QRDQN,0,1.1592,"(1.6175, 0.4874)","(1.2406, 1.6116)"
QRDQN,0,0.0021,"(1.5841, 1.2984)","(0.5947, 0.3719)"
QRDQN,0,12.4521,"(1.1522, 0.1296)","(1.2106, 0.7219)"
QRDQN,0,0.3257,"(1.4791, 0.8029)","(1.8815, 0.4444)"
QRDQN,1,3.8566,"(0.5197, 1.6697)","(0.6191, 1.6488)"
QRDQN,0,0.8987,"(1.0604, 0.4815)","(1.2205, 1.6365)"
QRDQN,1,8.634,"(1.8346, 1.416)","(1.9258, 1.5159)"
QRDQN,0,0.0017,"(0.4693, 1.944)","(1.4012, 0.5492)"
QRDQN,1,5.6826,"(1.3204, 0.1213)","(1.4189, 0.1594)"
QRDQN,0,0.7337,"(0.3889, 1.42)","(0.0714, 1.4729)"
QRDQN,1,9.9072,"(0.2407, 1.4257)","(0.3405, 1.3779)"
QRDQN,1,1.105,"(1.0976, 1.5379)","(1.0124, 1.6378)"
QRDQN,0,0.0011,"(0.8213, 1.3123)","(0.8158, 0.4724)"
QRDQN,0,11.1069,"(1.7962, 1.1828)","(0.3174, 1.0492)"
QRDQN,0,0.8112,"(1.634, 0.463)","(0.547, 1.4253)"
QRDQN,0,1.6745,"(0.537, 0.352)","(1.8453, 0.4235)"
QRDQN,0,0.0006,"(1.5133, 0.418)","(1.2839, 0.7591)"
QRDQN,0,0.7496,"(0.5511, 1.0184)","(0.2301, 1.3596)"
QRDQN,0,0.9062,"(0.5149, 0.3347)","(0.52, 1.5488)"
QRDQN,0,9.5422,"(0.4886, 1.7506)","(1.8784, 1.9476)"
QRDQN,0,12.9147,"(0.5494, 0.2573)","(1.9344, 0.3291)"
QRDQN,0,12.305,"(0.2632, 0.4759)","(0.5286, 0.6393)"
QRDQN,0,0.7698,"(1.0695, 0.4637)","(0.075, 0.1368)"
QRDQN,0,0.8436,"(1.4945, 0.8168)","(1.1821, 0.1804)"
QRDQN,0,12.3643,"(0.2921, 0.4497)","(0.9722, 0.962)"
QRDQN,0,1.2416,"(1.4902, 0.8151)","(1.79, 1.9338)"
QRDQN,0,1.2625,"(1.6191, 0.481)","(0.4108, 0.2443)"
QRDQN,0,0.3621,"(0.0922, 0.1396)","(0.47, 1.4531)"
QRDQN,0,0.6962,"(0.5085, 0.9823)","(0.052, 1.6437)"
QRDQN,0,0.4875,"(0.9453, 0.4041)","(1.675, 0.6696)"
QRDQN,0,0.0005,"(1.4848, 1.3525)","(1.2255, 0.3094)"
QRDQN,0,10.4565,"(0.1636, 1.1908)","(0.5399, 1.9033)"
QRDQN,0,12.0057,"(1.1736, 1.8366)","(0.7284, 1.4784)"
QRDQN,0,0.0022,"(0.5284, 0.531)","(1.5462, 1.9188)"
QRDQN,0,0.0028,"(0.5891, 0.4741)","(1.2692, 0.8757)"
QRDQN,0,0.002,"(1.9221, 0.0682)","(0.8598, 1.8354)"
QRDQN,1,1.5934,"(1.5178, 0.2189)","(1.6172, 0.2133)"
QRDQN,0,1.7697,"(1.5097, 1.556)","(0.2797, 1.5709)"
QRDQN,1,0.2842,"(1.6827, 1.1055)","(1.6811, 1.0068)"
QRDQN,0,8.4367,"(1.742, 0.5357)","(1.7952, 0.1475)"
QRDQN,1,5.8209,"(1.8328, 0.8737)","(1.8486, 0.9727)"
QRDQN,0,10.2797,"(1.4501, 1.7249)","(1.7423, 0.0924)"
QRDQN,1,4.7995,"(1.8066, 1.1273)","(1.7428, 1.0276)"
QRDQN,0,0.0018,"(0.4576, 0.6998)","(0.5551, 1.1403)"
QRDQN,1,5.97,"(1.812, 1.4447)","(1.8347, 1.5442)"
QRDQN,0,12.1246,"(0.1461, 0.9845)","(0.8709, 0.5255)"
QRDQN,0,1.3945,"(1.8793, 0.0992)","(1.5245, 0.8341)"
QRDQN,0,2.4673,"(0.5364, 0.352)","(0.2487, 1.7316)"
QRDQN,1,1.4105,"(0.1966, 1.9341)","(0.2963, 1.8373)"
QRDQN,0,0.0944,"(1.3488, 0.5806)","(0.695, 1.5522)"
QRDQN,1,8.175,"(1.6988, 0.5018)","(1.6987, 0.6014)"
QRDQN,0,12.7921,"(1.371, 1.7621)","(1.0797, 1.0036)"
QRDQN,0,0.3151,"(1.6428, 0.7167)","(0.6023, 0.262)"
QRDQN,1,2.4947,"(1.4359, 1.7526)","(1.5354, 1.7526)"
QRDQN,0,0.001,"(0.428, 0.7517)","(1.7383, 0.3036)"
QRDQN,0,0.0023,"(1.1152, 0.6054)","(1.4142, 0.4543)"
QRDQN,0,12.305,"(1.7418, 0.5354)","(1.0164, 1.2587)"
QRDQN,0,2.5081,"(1.6114, 0.4919)","(1.107, 1.411)"
QRDQN,0,0.002,"(0.6606, 0.0677)","(0.6967, 1.3771)"
QRDQN,0,11.0433,"(0.7421, 0.196)","(1.0503, 0.8749)"
QRDQN,0,11.3288,"(1.6329, 0.3968)","(0.2252, 1.6432)"
QRDQN,0,12.4089,"(1.6937, 1.4315)","(1.3738, 0.9128)"
QRDQN,1,8.5598,"(0.1475, 0.6097)","(0.1193, 0.5098)"
QRDQN,0,0.6416,"(1.3527, 0.6166)","(0.877, 0.6669)"
QRDQN,0,9.8131,"(1.8573, 1.383)","(1.4682, 1.1737)"
QRDQN,0,0.0013,"(0.0773, 1.6231)","(1.9293, 1.522)"
QRDQN,0,0.0015,"(0.5784, 0.5497)","(0.8874, 0.7879)"
QRDQN,0,12.1423,"(0.6342, 1.8667)","(0.6534, 1.2709)"
QRDQN,0,0.0023,"(1.6077, 1.4718)","(0.7912, 1.8547)"
QRDQN,1,4.9891,"(0.9678, 1.8257)","(1.0669, 1.9128)"
QRDQN,0,1.5299,"(1.5121, 0.8281)","(1.2566, 0.1362)"
QRDQN,1,3.3477,"(0.6032, 0.2137)","(0.5038, 0.2561)"
QRDQN,0,1.2836,"(0.5103, 0.9825)","(0.8143, 1.078)"
QRDQN,0,0.6097,"(0.5158, 0.9858)","(0.6259, 1.536)"
QRDQN,1,0.4932,"(1.0397, 1.8754)","(0.9404, 1.9344)"
QRDQN,0,11.5095,"(1.0555, 0.1409)","(0.721, 0.5675)"
QRDQN,0,12.1892,"(1.0482, 1.8451)","(0.4075, 0.5797)"
QRDQN,1,6.9637,"(1.7707, 0.6475)","(1.8194, 0.7473)"
QRDQN,0,0.918,"(1.2179, 1.2832)","(0.8177, 1.439)"
QRDQN,1,1.1259,"(0.3042, 1.507)","(0.2567, 1.4072)"
QRDQN,0,0.1062,"(0.9284, 1.4924)","(0.9496, 0.5552)"
QRDQN,0,0.0006,"(1.0744, 0.0511)","(1.1988, 0.7609)"
QRDQN,1,2.9507,"(1.7285, 1.5337)","(1.6886, 1.6327)"
QRDQN,1,4.372,"(0.4585, 0.3268)","(0.3781, 0.2273)"
QRDQN,1,6.354,"(0.3986, 1.6457)","(0.2988, 1.5651)"
QRDQN,1,3.7999,"(1.8168, 0.7852)","(1.8087, 0.885)"
QRDQN,1,8.2968,"(0.2312, 0.7287)","(0.2501, 0.8282)"
QRDQN,0,11.9474,"(0.5069, 1.659)","(1.2315, 1.1775)"
QRDQN,1,1.8753,"(0.611, 1.0535)","(0.7109, 0.96)"
QRDQN,0,12.4942,"(1.4973, 1.699)","(1.4595, 0.9079)"
QRDQN,0,0.0017,"(0.0769, 0.3777)","(1.5078, 0.7402)"
QRDQN,0,2.1739,"(0.5498, 1.0168)","(1.1772, 0.7105)"
QRDQN,1,4.8398,"(0.1224, 0.7356)","(0.0883, 0.6357)"
QRDQN,0,2.2614,"(1.6258, 0.4779)","(0.2959, 0.937)"
QRDQN,0,11.0295,"(0.2758, 0.6226)","(0.9979, 1.6581)"
QRDQN,0,0.2349,"(0.1236, 1.9014)","(0.4028, 1.4876)"
QRDQN,0,0.0011,"(1.5334, 0.5793)","(0.7027, 1.7178)"
QRDQN,0,5.1582,"(0.2151, 1.316)","(1.8222, 0.3414)"
QRDQN,1,0.0008,"(0.7826, 0.6767)","(0.7447, 0.5987)"
QRDQN,0,1.3936,"(0.0997, 0.1201)","(0.4047, 0.875)"
QRDQN,0,0.0013,"(1.4559, 0.4005)","(1.9057, 1.3119)"
QRDQN,1,5.7278,"(1.7122, 0.525)","(1.8056, 0.6237)"
QRDQN,1,1.4464,"(1.9095, 0.9229)","(1.8235, 1.0218)"
QRDQN,0,0.1118,"(1.4545, 0.3218)","(0.8492, 1.6944)"
QRDQN,0,12.3966,"(1.4851, 1.7065)","(1.0846, 0.3569)"
QRDQN,0,1.4426,"(0.9452, 0.4016)","(1.5639, 0.8314)"
QRDQN,1,1.4801,"(1.0908, 1.8051)","(1.1897, 1.842)"
QRDQN,1,3.7126,"(1.5051, 0.3312)","(1.5903, 0.2314)"
QRDQN,0,11.8042,"(0.367, 1.6024)","(0.4219, 0.7818)"
QRDQN,0,12.2998,"(1.3707, 0.1357)","(1.1178, 0.4512)"
QRDQN,0,2.0719,"(1.4935, 1.5481)","(1.6394, 0.3027)"
QRDQN,0,1.879,"(1.6168, 0.4874)","(0.5794, 1.6098)"
QRDQN,0,0.0011,"(1.4068, 0.5705)","(0.6014, 0.1093)"
QRDQN,0,1.6525,"(0.9136, 0.4916)","(1.6719, 0.5861)"
QRDQN,0,0.2341,"(0.0895, 0.1427)","(1.4143, 0.6564)"
QRDQN,0,9.689,"(0.4223, 0.3883)","(1.4128, 0.508)"
QRDQN,0,0.2692,"(1.191, 0.3308)","(1.243, 1.2417)"
QRDQN,0,9.3334,"(0.1897, 1.233)","(0.5242, 0.8275)"
QRDQN,0,1.4883,"(1.6373, 0.4597)","(1.8479, 1.4588)"
QRDQN,0,0.4382,"(0.9267, 0.4764)","(1.0952, 1.8423)"
QRDQN,1,2.916,"(1.8566, 1.0378)","(1.8966, 1.1365)"
QRDQN,1,1.9334,"(0.9831, 1.829)","(0.9949, 1.9289)"
QRDQN,0,12.2358,"(1.837, 0.9176)","(0.0911, 1.7914)"
QRDQN,0,1.141,"(1.8682, 0.0923)","(1.6579, 0.0763)"
QRDQN,1,0.3435,"(0.2331, 1.3436)","(0.1373, 1.2443)"
QRDQN,0,9.5483,"(0.4085, 0.3595)","(1.0202, 0.8487)"
QRDQN,0,1.4118,"(1.6356, 0.4619)","(1.2082, 0.3209)"
QRDQN,0,1.0898,"(0.5317, 0.3464)","(1.1225, 1.0297)"
QRDQN,1,0.1704,"(1.7049, 0.7258)","(1.6051, 0.7649)"
QRDQN,1,2.2051,"(0.1378, 0.9247)","(0.0751, 0.8248)"
QRDQN,0,0.001,"(0.6062, 0.7042)","(1.4964, 0.5077)"
QRDQN,0,11.4802,"(1.5432, 0.2837)","(0.341, 0.9967)"
QRDQN,0,1.6352,"(1.1007, 1.4031)","(1.7167, 1.3761)"
QRDQN,0,0.9409,"(0.8317, 1.2783)","(0.0743, 0.4921)"
QRDQN,1,2.188,"(1.428, 1.7152)","(1.328, 1.7065)"
QRDQN,0,0.0531,"(1.2252, 0.3503)","(1.7252, 0.4826)"
QRDQN,0,9.0961,"(0.2592, 1.4185)","(0.7376, 0.9863)"
QRDQN,0,0.0018,"(1.5769, 0.5172)","(1.9171, 0.7847)"
QRDQN,0,11.0874,"(0.5539, 0.2537)","(1.7268, 1.8743)"
QRDQN,0,11.6564,"(0.3826, 1.5703)","(0.6666, 1.2673)"
QRDQN,0,0.7168,"(1.0611, 0.4792)","(1.7564, 0.2401)"
QRDQN,0,0.0014,"(1.4671, 0.5689)","(0.2358, 0.9797)"
QRDQN,0,8.036,"(1.8614, 1.3766)","(0.4966, 0.47)"
QRDQN,0,0.0006,"(1.5891, 1.0053)","(0.0591, 0.1074)"
QRDQN,0,0.2812,"(0.6947, 1.2731)","(0.7112, 1.805)"
QRDQN,0,8.1097,"(1.6307, 1.5368)","(0.8834, 0.7395)"
QRDQN,1,4.1282,"(0.178, 1.1855)","(0.1039, 1.086)"
QRDQN,0,0.262,"(1.5804, 1.5594)","(1.521, 0.4892)"
QRDQN,1,4.9485,"(1.5146, 1.6898)","(1.4773, 1.7895)"
QRDQN,0,10.7033,"(0.5878, 1.7044)","(1.9134, 0.2596)"
QRDQN,0,1.7299,"(1.0916, 1.4152)","(1.8732, 0.7656)"
QRDQN,0,1.5219,"(1.1078, 1.3966)","(1.2573, 0.9718)"
QRDQN,0,0.0024,"(1.1343, 0.4763)","(0.7477, 1.6659)"
QRDQN,0,1.9592,"(0.4058, 1.3992)","(1.9104, 1.4392)"
QRDQN,0,10.9543,"(1.3125, 1.8246)","(0.2647, 0.164)"
QRDQN,1,3.3161,"(0.5679, 1.8217)","(0.468, 1.833)"
QRDQN,1,4.6517,"(1.7407, 0.5792)","(1.8012, 0.679)"
QRDQN,0,2.1041,"(1.4981, 1.5494)","(1.9389, 0.4144)"
QRDQN,1,4.5178,"(1.3175, 1.7848)","(1.2188, 1.7195)"
QRDQN,0,9.1211,"(0.2609, 1.4509)","(1.2719, 0.6802)"
QRDQN,0,0.4713,"(1.1093, 1.3972)","(1.438, 0.823)"
QRDQN,0,1.377,"(1.113, 1.3928)","(0.3765, 0.7809)"
QRDQN,0,0.0662,"(0.8452, 0.3248)","(0.0972, 0.881)"
QRDQN,0,9.8606,"(0.6274, 1.8639)","(1.3589, 1.22)"
QRDQN,0,10.5687,"(0.3581, 0.4772)","(0.7084, 0.552)"
QRDQN,0,0.0014,"(1.3231, 1.4221)","(1.6297, 1.0562)"
QRDQN,0,10.8884,"(1.1394, 1.8307)","(1.5484, 1.4391)"
QRDQN,0,0.0019,"(0.6545, 0.5522)","(1.3943, 0.7316)"
QRDQN,0,11.9533,"(1.1359, 0.1315)","(1.0213, 1.3698)"
QRDQN,0,11.7333,"(0.9262, 1.8611)","(1.0048, 1.0763)"
QRDQN,1,7.7292,"(0.2687, 1.4375)","(0.1753, 1.3388)"
QRDQN,0,11.4889,"(0.1643, 1.0401)","(0.4282, 1.0665)"
QRDQN,0,12.1285,"(1.2314, 1.8346)","(1.2914, 0.5328)"
QRDQN,0,0.1326,"(1.9026, 1.3008)","(1.0568, 0.5972)"
QRDQN,1,1.6348,"(1.6285, 0.3632)","(1.5833, 0.4627)"
QRDQN,0,8.16,"(1.7369, 1.5235)","(0.7016, 0.5559)"
QRDQN,1,1.9177,"(0.2004, 1.3047)","(0.2937, 1.2049)"
QRDQN,0,1.8,"(1.6115, 0.4931)","(1.4392, 0.4552)"
QRDQN,0,0.9204,"(0.9106, 0.4931)","(0.6137, 1.9127)"
QRDQN,0,0.3378,"(1.2452, 1.557)","(1.7189, 0.5328)"
QRDQN,0,7.2702,"(0.6861, 1.8802)","(0.4125, 0.5432)"
QRDQN,0,9.5757,"(0.4266, 0.383)","(0.699, 1.1622)"
QRDQN,1,1.2244,"(0.8743, 1.5681)","(0.8335, 1.6677)"
QRDQN,0,8.4286,"(0.3529, 1.5829)","(1.0387, 0.8115)"
QRDQN,0,0.001,"(1.8872, 0.0782)","(1.4917, 0.532)"
QRDQN,0,0.0009,"(0.6676, 0.0725)","(1.2969, 0.459)"
QRDQN,1,5.5601,"(1.6634, 1.4855)","(1.7629, 1.4042)"
QRDQN,0,0.9003,"(1.5, 0.8199)","(0.0835, 0.221)"
QRDQN,0,7.6779,"(1.8294, 0.8514)","(0.7701, 0.5786)"
QRDQN,0,10.2868,"(1.1296, 1.8373)","(0.1507, 1.7789)"
QRDQN,0,10.2272,"(1.0346, 1.8468)","(1.8745, 0.3164)"
QRDQN,0,11.9028,"(0.4749, 1.7364)","(1.8513, 0.0809)"
QRDQN,0,11.0984,"(1.3084, 0.1191)","(1.3793, 0.941)"
QRDQN,0,0.0019,"(1.3512, 0.6241)","(0.0752, 0.9468)"
QRDQN,0,0.0751,"(1.3506, 0.471)","(0.3814, 1.8014)"
QRDQN,0,2.252,"(1.5019, 0.823)","(1.1323, 0.1104)"
QRDQN,1,5.6333,"(0.3448, 1.5695)","(0.2727, 1.4706)"
QRDQN,0,0.0017,"(0.0557, 1.451)","(1.8235, 1.7803)"
QRDQN,0,0.7402,"(0.5288, 0.3449)","(1.7069, 1.1988)"
QRDQN,0,1.5391,"(0.5261, 0.9935)","(1.1882, 1.7101)"
QRDQN,0,10.0446,"(1.3404, 1.813)","(0.7642, 1.6028)"
QRDQN,0,2.2033,"(1.6096, 0.4954)","(0.7097, 1.1067)"
QRDQN,0,0.0691,"(1.4576, 1.2678)","(0.277, 1.8968)"
QRDQN,0,9.4448,"(0.9711, 0.1523)","(0.6073, 1.6118)"
QRDQN,1,8.217,"(0.2557, 1.4122)","(0.156, 1.4918)"
QRDQN,0,2.26,"(0.5387, 0.3518)","(1.1603, 1.1713)"
QRDQN,0,0.0355,"(0.6649, 1.4294)","(0.7973, 1.6681)"
QRDQN,1,3.9853,"(0.1554, 1.0552)","(0.2493, 0.9567)"
QRDQN,0,0.012,"(0.0654, 0.0996)","(0.0535, 1.5303)"
QRDQN,1,0.2751,"(1.094, 0.9427)","(1.109, 0.8437)"
QRDQN,0,10.3949,"(1.234, 0.1226)","(0.2419, 1.7553)"
QRDQN,0,12.3681,"(1.3702, 0.1354)","(0.2946, 0.8996)"
QRDQN,1,5.9937,"(1.0404, 0.17)","(0.9412, 0.1236)"
QRDQN,0,0.0016,"(0.0894, 0.0819)","(0.1683, 1.3348)"
QRDQN,0,0.2415,"(0.9475, 0.4242)","(1.9471, 0.4279)"
QRDQN,0,9.0009,"(0.2467, 0.4921)","(0.9796, 1.1491)"
QRDQN,0,0.3144,"(1.299, 0.5873)","(0.4188, 1.7505)"
QRDQN,0,0.7117,"(1.8754, 0.0973)","(0.5721, 0.9655)"
QRDQN,0,9.9382,"(0.6877, 0.2132)","(0.4273, 1.1079)"
QRDQN,0,1.1492,"(1.4758, 0.7979)","(1.4233, 0.1752)"
QRDQN,0,0.4668,"(0.3784, 1.1119)","(1.1371, 0.6208)"
QRDQN,0,0.5817,"(1.4758, 0.7993)","(1.5385, 0.3293)"
QRDQN,0,0.7592,"(1.4797, 1.5352)","(1.6434, 0.6876)"
QRDQN,0,6.1818,"(1.5284, 0.2677)","(0.3985, 0.9283)"
QRDQN,0,0.114,"(1.9225, 1.8464)","(1.0386, 0.2665)"
QRDQN,0,9.4356,"(0.972, 1.8549)","(1.2254, 0.4678)"
QRDQN,0,10.2803,"(0.5162, 1.6645)","(1.2504, 0.7665)"
QRDQN,0,9.8851,"(1.876, 1.3337)","(1.102, 0.9284)"
QRDQN,0,3.3485,"(1.5026, 1.5541)","(1.132, 1.2614)"
QRDQN,0,0.3383,"(0.4981, 0.805)","(1.8631, 0.8339)"
QRDQN,0,1.2412,"(1.4785, 1.5335)","(1.5261, 0.9771)"
QRDQN,0,0.0006,"(1.1891, 1.4458)","(0.1589, 1.1205)"
QRDQN,1,0.5641,"(1.5065, 0.8702)","(1.6063, 0.8527)"
QRDQN,0,9.0558,"(1.2636, 0.2213)","(1.4413, 1.149)"
QRDQN,0,11.6451,"(0.2788, 0.4616)","(1.6295, 0.0623)"
QRDQN,0,10.8224,"(0.3149, 0.4301)","(0.0983, 1.8278)"
QRDQN,0,0.0304,"(0.3791, 1.3782)","(1.1712, 0.8988)"
QRDQN,1,6.0429,"(0.1397, 0.925)","(0.1512, 0.8262)"
QRDQN,0,0.0757,"(0.7493, 0.4853)","(1.5691, 1.3632)"
QRDQN,0,0.018,"(0.7767, 1.5676)","(1.0872, 0.6989)"
QRDQN,0,12.1515,"(1.2491, 0.1219)","(1.0303, 0.466)"
QRDQN,0,0.7971,"(1.5082, 0.8242)","(1.576, 0.4855)"
QRDQN,0,0.4583,"(1.4804, 1.5345)","(0.4109, 0.7446)"
